City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
251,Srednekolymsk,RU,2021-01-07 21:31:45,67.45,153.6833,-20.72,85,69,2.48,broken clouds
252,Kapuskasing,CA,2021-01-07 21:31:46,49.4169,-82.4331,17.6,57,6,0.34,clear sky
253,Feltre,IT,2021-01-07 21:31:46,46.0235,11.907,28.0,95,64,4.92,broken clouds
254,Riyadh,SA,2021-01-07 21:27:53,24.6877,46.7219,59.0,88,75,6.8,broken clouds
255,Zhigansk,RU,2021-01-07 21:31:46,66.7697,123.3711,-33.07,83,100,13.27,overcast clouds
256,Gikongoro,RW,2021-01-07 21:31:47,-2.464,29.5739,57.87,88,0,4.76,clear sky
257,Eureka,US,2021-01-07 21:30:25,40.8021,-124.1637,55.99,72,95,1.99,overcast clouds
258,Mikhaylovka,RU,2021-01-07 21:31:47,50.06,43.2379,35.01,95,100,7.0,light snow
259,Piacabucu,BR,2021-01-07 21:31:47,-10.4056,-36.4344,78.71,80,4,13.78,clear sky
260,Yuci,CN,2021-01-07 21:31:48,37.6803,112.7319,10.4,28,0,11.18,clear sky
261,Ambilobe,MG,2021-01-07 21:31:48,-13.2,49.05,73.78,90,23,2.26,few clouds
262,College,US,2021-01-07 21:31:48,64.8569,-147.8028,3.2,78,75,3.44,broken clouds
263,Nuuk,GL,2021-01-07 21:31:48,64.1835,-51.7216,17.6,79,75,17.27,snow
264,Shihezi,CN,2021-01-07 21:31:49,44.3,86.0333,-9.56,86,93,0.29,overcast clouds
265,Sulangan,PH,2021-01-07 21:31:49,11.1373,123.7228,79.54,81,100,6.06,moderate rain
266,Barlinek,PL,2021-01-07 21:31:49,52.9946,15.2186,36.0,83,100,11.56,light snow
267,Opuwo,NA,2021-01-07 21:31:49,-18.0607,13.84,72.95,53,87,4.61,overcast clouds
268,Erenhot,CN,2021-01-07 21:31:49,43.6475,111.9767,-12.46,86,0,9.95,clear sky
269,Veraval,IN,2021-01-07 21:31:50,20.9,70.3667,66.74,46,0,15.41,clear sky
270,Buchanan,LR,2021-01-07 21:31:50,5.8808,-10.0467,78.8,94,40,6.55,scattered clouds
271,La Serena,CL,2021-01-07 21:31:50,-29.9078,-71.2542,64.4,68,20,12.66,few clouds
272,Antofagasta,CL,2021-01-07 21:31:50,-23.65,-70.4,69.8,73,20,14.97,few clouds
273,Bizhbulyak,RU,2021-01-07 21:31:51,53.6967,54.2642,7.18,95,99,13.96,overcast clouds
274,Arauca,CO,2021-01-07 21:31:51,7.0847,-70.7591,79.36,80,70,3.71,light rain
275,Murmashi,RU,2021-01-07 21:31:51,68.8154,32.8115,-0.4,85,20,4.09,few clouds
276,Kavieng,PG,2021-01-07 21:31:51,-2.5744,150.7967,83.25,77,95,12.68,moderate rain
277,La Libertad,EC,2021-01-07 21:31:52,-2.2333,-80.9,82.4,65,0,11.5,clear sky
278,Norman Wells,CA,2021-01-07 21:31:52,65.282,-126.8329,-5.8,71,20,4.61,few clouds
279,Champerico,GT,2021-01-07 21:31:52,14.3,-91.9167,86.0,62,75,6.91,broken clouds
280,Requena,ES,2021-01-07 21:31:52,39.4883,-1.1004,33.01,84,100,7.11,snow
281,Chimore,BO,2021-01-07 21:31:53,-16.9833,-65.1333,81.77,75,40,2.15,light rain
282,Sortland,NO,2021-01-07 21:31:53,68.6949,15.4162,28.99,66,87,4.0,overcast clouds
283,Kerema,PG,2021-01-07 21:31:53,-7.9631,145.7785,80.8,80,99,6.58,overcast clouds
284,Terra Nova,BR,2021-01-07 21:31:53,-12.3667,-40.6667,89.6,40,0,5.75,clear sky
285,Antalaha,MG,2021-01-07 21:31:54,-14.9003,50.2788,74.62,88,4,4.94,clear sky
286,Chapleau,CA,2021-01-07 21:31:54,47.8405,-83.4034,17.6,67,1,4.14,clear sky
287,Cuauhtemoc,MX,2021-01-07 21:30:46,28.4167,-106.8667,66.99,10,11,5.01,few clouds
288,Avera,US,2021-01-07 21:31:55,33.194,-82.5271,48.99,66,90,6.91,moderate rain
289,Imbituba,BR,2021-01-07 21:31:55,-28.24,-48.6703,77.0,83,0,3.44,clear sky
290,Haifa,IL,2021-01-07 21:31:55,32.8156,34.9892,62.96,45,100,9.91,overcast clouds
291,Kismayo,SO,2021-01-07 21:29:21,-0.3582,42.5454,77.13,81,21,16.71,few clouds
292,Mbandaka,CD,2021-01-07 21:31:56,0.0487,18.2603,72.45,94,100,7.36,overcast clouds
293,Quthing,LS,2021-01-07 21:31:56,-30.4,27.7003,66.11,53,14,2.06,few clouds
294,Fortuna,US,2021-01-07 21:31:56,40.5982,-124.1573,55.0,66,20,16.11,few clouds
295,Haines Junction,CA,2021-01-07 21:31:56,60.7522,-137.5108,18.18,93,100,1.52,overcast clouds
296,Corinto,GR,2021-01-07 21:31:57,37.9407,22.9573,53.01,65,48,2.73,scattered clouds
297,Mecca,SA,2021-01-07 21:31:57,21.4267,39.8261,74.82,67,0,5.59,clear sky
298,Hambantota,LK,2021-01-07 21:31:57,6.1241,81.1185,73.4,100,20,1.14,few clouds
299,Ketchikan,US,2021-01-07 21:31:58,55.3422,-131.6461,42.8,93,90,10.36,light rain
300,Oussouye,SN,2021-01-07 21:31:58,12.485,-16.5469,78.8,83,0,4.61,clear sky
301,Kulachi,PK,2021-01-07 21:31:58,31.9286,70.4592,49.73,46,0,5.32,clear sky
302,Rangkasbitung,ID,2021-01-07 21:31:58,-6.3591,106.2494,80.01,89,20,9.22,few clouds
303,Alyangula,AU,2021-01-07 21:31:58,-13.8483,136.4192,78.8,100,92,4.61,overcast clouds
304,Lokosovo,RU,2021-01-07 21:31:59,61.1333,74.8167,-19.19,83,50,6.2,scattered clouds
305,Iqaluit,CA,2021-01-07 21:29:19,63.7506,-68.5145,-18.0,69,1,2.3,clear sky
306,Sitka,US,2021-01-07 21:31:59,57.0531,-135.33,46.4,57,75,18.41,light rain
307,Gari,RU,2021-01-07 21:31:59,59.4307,62.3497,1.44,93,100,7.02,overcast clouds
308,Wakkanai,JP,2021-01-07 21:31:59,45.4094,141.6739,17.13,97,100,28.34,light snow
309,Zhuzhou,CN,2021-01-07 21:32:00,27.8333,113.15,30.2,51,0,11.18,clear sky
310,Camacha,PT,2021-01-07 21:32:00,33.0833,-16.3333,53.6,87,75,24.16,light rain
311,Zhangye,CN,2021-01-07 21:32:00,38.9342,100.4517,5.14,61,0,4.41,clear sky
312,Bealanana,MG,2021-01-07 21:32:01,-14.55,48.7333,64.47,92,7,1.25,clear sky
313,Male,MV,2021-01-07 21:29:02,4.1748,73.5089,80.6,89,75,3.44,moderate rain
314,Neiafu,TO,2021-01-07 21:32:01,-18.65,-173.9833,77.0,88,90,5.75,light rain
315,Moerai,PF,2021-01-07 21:32:01,-22.4333,-151.3333,78.3,78,70,13.98,broken clouds
316,Alamogordo,US,2021-01-07 21:32:02,32.8995,-105.9603,57.0,13,1,1.21,clear sky
317,Sumter,US,2021-01-07 21:32:02,28.7086,-82.0831,71.01,60,99,1.99,overcast clouds
318,Suntar,RU,2021-01-07 21:32:02,62.1444,117.6319,7.83,94,100,9.44,light snow
319,Fare,PF,2021-01-07 21:32:02,-16.7,-151.0167,80.44,73,69,10.27,moderate rain
320,Vila,PT,2021-01-07 21:32:03,42.0304,-8.1588,30.0,89,0,3.0,clear sky
321,Codrington,AU,2021-01-07 21:32:03,-38.2667,141.9667,62.64,73,0,9.62,clear sky
322,Menongue,AO,2021-01-07 21:32:03,-14.6585,17.691,65.37,90,92,4.14,light rain
323,Teya,RU,2021-01-07 21:32:03,60.3778,92.6267,-14.17,79,0,1.61,clear sky
324,Port Blair,IN,2021-01-07 21:32:04,11.6667,92.75,79.7,81,7,8.3,clear sky
325,Gao,ML,2021-01-07 21:32:04,16.6362,1.637,77.59,16,0,10.83,clear sky
326,Barcelos,PT,2021-01-07 21:32:04,41.5388,-8.6151,39.0,81,0,4.61,clear sky
327,Greymouth,NZ,2021-01-07 21:32:04,-42.4667,171.2,70.11,64,89,2.8,overcast clouds
328,Liverpool,GB,2021-01-07 21:28:00,53.4106,-2.9779,35.01,100,90,5.75,overcast clouds
329,Upington,ZA,2021-01-07 21:30:27,-28.4478,21.2561,82.4,44,2,2.3,clear sky
330,Auki,SB,2021-01-07 21:32:05,-8.7676,160.7034,81.61,79,80,4.94,heavy intensity rain
331,Port Macquarie,AU,2021-01-07 21:32:05,-31.4333,152.9167,69.01,70,88,1.99,overcast clouds
332,Basoko,CD,2021-01-07 21:32:06,1.2391,23.616,76.35,67,76,4.16,broken clouds
333,Saint-Joseph,RE,2021-01-07 21:32:06,-21.3667,55.6167,77.0,73,0,5.75,clear sky
334,Verkhovazhye,RU,2021-01-07 21:32:06,60.7472,42.0465,-2.0,92,100,3.02,overcast clouds
335,Pangnirtung,CA,2021-01-07 21:32:06,66.1451,-65.7125,-23.8,83,20,4.61,few clouds
336,Isparta,TR,2021-01-07 21:32:06,38.0,31.0,39.2,100,90,1.14,light rain
337,Salekhard,RU,2021-01-07 21:27:26,66.53,66.6019,-20.63,87,42,9.15,scattered clouds
338,Larsnes,NO,2021-01-07 21:32:07,62.2028,5.5773,37.0,71,100,3.0,overcast clouds
339,Den Helder,NL,2021-01-07 21:29:06,52.9599,4.7593,39.0,93,90,3.44,drizzle
340,Rafsanjan,IR,2021-01-07 21:32:07,30.4067,55.9939,31.86,78,0,3.33,clear sky
341,Ornes,NO,2021-01-07 21:32:08,66.8689,13.7078,24.8,54,0,19.57,clear sky
342,Grindavik,IS,2021-01-07 21:32:08,63.8424,-22.4338,26.6,93,90,20.71,light snow
343,Beachwood,US,2021-01-07 21:32:08,41.4645,-81.5087,33.8,86,90,8.05,overcast clouds
344,Watsa,CD,2021-01-07 21:32:08,3.0372,29.5355,69.15,52,95,1.81,overcast clouds
345,Kallaste,EE,2021-01-07 21:32:09,58.655,27.1592,26.6,86,90,8.05,overcast clouds
346,Cabras,IT,2021-01-07 21:32:09,39.93,8.5314,39.99,82,74,4.0,broken clouds
347,Kutum,SD,2021-01-07 21:32:09,14.2,24.6667,61.88,29,0,12.37,clear sky
348,Biltine,TD,2021-01-07 21:32:09,14.5333,20.9167,70.9,22,0,11.41,clear sky
349,Phulpur,IN,2021-01-07 21:32:10,25.55,82.1,60.44,82,0,4.27,clear sky
350,Bereda,ES,2021-01-07 21:32:10,43.2686,-7.5406,32.0,95,11,1.99,few clouds
351,Union,US,2021-01-07 21:32:10,40.6334,-74.2663,42.8,42,1,8.05,clear sky
352,Paamiut,GL,2021-01-07 21:32:10,61.994,-49.6678,26.8,95,100,17.85,overcast clouds
353,Eydhafushi,MV,2021-01-07 21:32:11,5.1033,73.0708,81.03,75,79,4.23,light rain
354,Itarema,BR,2021-01-07 21:32:11,-2.9248,-39.9167,80.67,76,12,15.14,few clouds
355,Kongoussi,BF,2021-01-07 21:32:11,13.3258,-1.5347,78.98,15,0,8.97,clear sky
356,Lasa,IT,2021-01-07 21:32:12,46.6166,10.7002,30.2,79,0,6.91,clear sky
357,Berbera,SO,2021-01-07 21:32:12,10.4396,45.0143,73.8,60,0,7.31,clear sky
358,Petropavlovsk-Kamchatskiy,RU,2021-01-07 21:32:12,53.0452,158.6483,-4.0,71,0,11.18,clear sky
359,Caraballeda,VE,2021-01-07 21:32:13,10.6112,-66.8522,77.0,100,90,3.44,light intensity drizzle
360,Lousa,PT,2021-01-07 21:32:13,40.1167,-8.2492,44.01,63,52,5.99,broken clouds
361,Kasongo-Lunda,CD,2021-01-07 21:32:13,-6.4667,16.8167,67.42,93,100,0.89,overcast clouds
362,Half Moon Bay,US,2021-01-07 21:32:13,37.4636,-122.4286,59.0,67,1,2.8,clear sky
363,Gilbues,BR,2021-01-07 21:32:14,-9.8317,-45.3439,80.87,37,0,1.81,clear sky
364,Amuntai,ID,2021-01-07 21:32:14,-2.4177,115.2494,71.87,97,100,1.21,overcast clouds
365,Tukrah,LY,2021-01-07 21:32:14,32.5341,20.5791,61.11,66,22,7.9,few clouds
366,Vikhorevka,RU,2021-01-07 21:32:14,56.1201,101.1636,-7.6,84,7,11.18,clear sky
367,Ellensburg,US,2021-01-07 21:32:14,46.9965,-120.5479,37.99,80,90,2.82,fog
368,Cidreira,BR,2021-01-07 21:32:15,-30.1811,-50.2056,76.8,86,100,8.05,overcast clouds
369,Los Llanos De Aridane,ES,2021-01-07 21:32:15,28.6585,-17.9182,68.0,64,40,10.36,scattered clouds
370,Pandan,PH,2021-01-07 21:32:15,14.0453,124.1694,78.37,86,98,20.0,heavy intensity rain
371,Graaff-Reinet,ZA,2021-01-07 21:32:15,-32.2522,24.5308,77.0,55,27,2.71,scattered clouds
372,Madang,PG,2021-01-07 21:32:16,-5.2246,145.7966,79.36,86,100,4.88,overcast clouds
373,Odessa,UA,2021-01-07 21:31:18,46.4775,30.7326,39.2,87,0,4.47,clear sky
374,Cabedelo,BR,2021-01-07 21:32:16,-6.9811,-34.8339,80.6,78,20,10.36,few clouds
375,San Lawrenz,MT,2021-01-07 21:32:16,36.0553,14.204,64.99,72,0,10.36,clear sky
376,Contamana,PE,2021-01-07 21:32:16,-7.3333,-75.0167,76.87,93,65,2.59,moderate rain
377,Gamba,GA,2021-01-07 21:32:17,-2.65,10.0,75.67,91,100,6.42,light rain
378,Uppsala,SE,2021-01-07 21:32:17,60.0,17.75,32.0,100,75,5.75,light snow
379,Oranjemund,NA,2021-01-07 21:32:17,-28.55,16.4333,61.92,89,3,10.76,clear sky
380,Gat,IL,2021-01-07 21:32:17,31.61,34.7642,64.0,46,99,3.0,overcast clouds
381,Sechura,PE,2021-01-07 21:32:18,-5.5569,-80.8222,79.43,55,50,17.85,scattered clouds
382,Roald,NO,2021-01-07 21:32:18,62.5833,6.1333,33.8,64,75,11.5,broken clouds
383,Svetlyy,RU,2021-01-07 21:29:20,54.675,20.1347,32.0,100,90,4.47,light snow
384,Aleksandrov Gay,RU,2021-01-07 21:32:19,50.147,48.5704,25.79,98,100,9.37,overcast clouds
385,Genhe,CN,2021-01-07 21:32:19,50.7833,121.5167,-29.4,82,17,2.64,light snow
386,Camana,PE,2021-01-07 21:32:19,-16.6228,-72.7111,73.71,69,63,6.42,broken clouds
387,Saint Anthony,US,2021-01-07 21:32:19,45.0205,-93.218,25.0,80,90,3.62,mist
388,Lazaro Cardenas,MX,2021-01-07 21:32:20,17.9583,-102.2,80.11,66,2,6.67,clear sky
389,Nova Olinda Do Norte,BR,2021-01-07 21:32:20,-3.8881,-59.0942,80.55,81,78,1.99,moderate rain
390,Toguchin,RU,2021-01-07 21:32:20,55.2353,84.3858,0.86,91,100,3.11,overcast clouds
391,Otjiwarongo,NA,2021-01-07 21:32:20,-20.4637,16.6477,68.58,80,100,11.54,light rain
392,Kristianstad,SE,2021-01-07 21:32:21,56.0313,14.1524,32.0,100,75,5.75,light snow
393,Kananga,CD,2021-01-07 21:31:10,-5.8958,22.4178,66.52,94,100,4.45,light rain
394,Omboue,GA,2021-01-07 21:32:21,-1.5746,9.2618,77.11,90,100,9.93,moderate rain
395,Kidal,ML,2021-01-07 21:32:21,18.4411,1.4078,76.53,16,0,10.38,clear sky
396,Santarem,BR,2021-01-07 21:32:21,-2.4431,-54.7083,87.8,70,75,9.22,light rain
397,Eyl,SO,2021-01-07 21:32:22,7.9803,49.8164,72.28,69,0,17.81,clear sky
398,Waitati,NZ,2021-01-07 21:32:22,-45.75,170.5667,57.56,57,16,10.04,few clouds
399,Havelock,US,2021-01-07 21:32:22,34.8791,-76.9013,46.99,57,1,4.61,clear sky
400,Tabou,CI,2021-01-07 21:32:22,4.423,-7.3528,78.58,86,44,5.03,scattered clouds
401,Safaga,EG,2021-01-07 21:32:23,26.7292,33.9365,68.0,34,0,10.36,clear sky
402,Bowen,AU,2021-01-07 21:32:23,-20.0167,148.2333,75.2,100,90,4.61,moderate rain
403,Algiers,DZ,2021-01-07 21:32:23,36.7525,3.042,51.8,93,75,2.3,broken clouds
404,Kaduna,NG,2021-01-07 21:32:23,10.5222,7.4383,75.72,18,100,7.09,overcast clouds
405,Whitehorse,CA,2021-01-07 21:28:24,60.7161,-135.0538,26.6,74,75,19.57,snow
406,Russkiy Aktash,RU,2021-01-07 21:32:24,55.0384,52.1214,14.0,79,90,20.13,snow
407,Verkh-Usugli,RU,2021-01-07 21:32:24,52.7,115.1667,-13.29,84,85,3.4,overcast clouds
408,Ayagoz,KZ,2021-01-07 21:32:24,47.9714,80.4392,-3.41,79,99,2.15,light snow
409,Port Hardy,CA,2021-01-07 21:32:24,50.6996,-127.4199,46.4,81,75,23.02,broken clouds
410,Yenagoa,NG,2021-01-07 21:32:25,4.9247,6.2642,77.22,90,51,6.11,broken clouds
411,Hobyo,SO,2021-01-07 21:32:25,5.3505,48.5268,74.95,68,0,19.86,clear sky
412,Batsfjord,NO,2021-01-07 21:32:25,70.6345,29.7185,19.4,85,0,25.32,snow
413,Kushiro,JP,2021-01-07 21:32:25,42.975,144.3747,26.24,93,100,17.38,snow
414,Koindu,GN,2021-01-07 21:32:26,8.4386,-10.3253,73.0,68,91,3.06,overcast clouds
415,Orlik,RU,2021-01-07 21:32:26,52.5178,99.825,-16.96,80,11,2.3,few clouds
416,Blyth,GB,2021-01-07 21:32:26,55.1271,-1.5086,36.0,93,40,8.05,light snow
417,Huarmey,PE,2021-01-07 21:32:26,-10.0681,-78.1522,74.61,69,45,9.51,scattered clouds
418,Shaikhpura,IN,2021-01-07 21:32:26,25.15,85.85,62.24,74,0,3.78,clear sky
419,Altay,CN,2021-01-07 21:32:27,47.8667,88.1167,3.94,54,63,3.04,broken clouds
420,Meadow Lake,US,2021-01-07 21:30:06,34.8014,-106.5436,54.0,17,20,1.97,few clouds
421,Remontnoye,RU,2021-01-07 21:32:27,46.5614,43.6501,33.8,100,100,20.13,light snow
422,Aranda De Duero,ES,2021-01-07 21:32:27,41.6704,-3.6892,26.51,92,9,4.83,clear sky
423,Luanda,AO,2021-01-07 21:31:07,-8.8368,13.2343,78.8,78,75,6.91,broken clouds
424,Sobolevo,RU,2021-01-07 21:32:28,54.4299,31.8996,30.83,98,99,12.19,light snow
425,Yar-Sale,RU,2021-01-07 21:32:28,66.8333,70.8333,-12.41,88,84,18.03,broken clouds
426,Soe,ID,2021-01-07 21:32:28,-9.8607,124.284,68.34,100,98,1.41,overcast clouds
427,Koulikoro,ML,2021-01-07 21:32:28,14.0,-7.75,75.65,18,0,6.53,clear sky
428,Kobelyaky,UA,2021-01-07 21:32:29,49.1489,34.1965,42.57,75,100,20.38,overcast clouds
429,Slave Lake,CA,2021-01-07 21:32:29,55.2834,-114.769,32.0,55,1,5.75,clear sky
430,Las Varas,MX,2021-01-07 21:32:29,21.1667,-105.1667,77.0,53,90,6.13,overcast clouds
431,Changji,CN,2021-01-07 21:32:29,44.0167,87.3167,-7.6,84,94,2.24,mist
432,Freeport,US,2021-01-07 21:31:24,40.6576,-73.5832,42.01,45,1,13.8,clear sky
433,Borger,NL,2021-01-07 21:27:46,52.9233,6.7931,36.0,97,100,4.54,overcast clouds
434,Berlevag,NO,2021-01-07 21:32:30,70.8578,29.0864,19.4,68,0,19.57,clear sky
435,Chapais,CA,2021-01-07 21:32:30,49.7834,-74.8492,12.2,92,90,10.36,light snow
436,Kansk,RU,2021-01-07 21:32:30,56.2017,95.7175,-14.91,80,0,3.47,clear sky
437,Kijang,KR,2021-01-07 21:32:30,35.2442,129.2139,10.4,40,0,4.61,clear sky
438,Sao Gabriel Da Cachoeira,BR,2021-01-07 21:32:31,-0.1303,-67.0892,75.79,96,100,0.87,overcast clouds
439,Kuytun,RU,2021-01-07 21:32:31,54.3419,101.5036,-6.18,87,0,7.99,clear sky
440,Mount Gambier,AU,2021-01-07 21:32:31,-37.8333,140.7667,59.0,88,40,10.36,scattered clouds
441,Lakes Entrance,AU,2021-01-07 21:32:32,-37.8811,147.981,66.0,75,28,4.85,scattered clouds
442,Hasanabad,IR,2021-01-07 21:32:32,36.5465,61.0543,28.74,86,0,6.22,clear sky
443,Ilo,PE,2021-01-07 21:32:32,-17.6394,-71.3375,71.35,74,78,4.12,broken clouds
444,Isangel,VU,2021-01-07 21:32:32,-19.55,169.2667,84.2,84,75,11.97,broken clouds
445,Longyearbyen,SJ,2021-01-07 21:32:32,78.2186,15.6401,26.6,80,75,29.93,snow
446,Chontalpa,MX,2021-01-07 21:32:33,17.7,-93.5167,74.66,89,100,10.89,moderate rain
447,Werder,DE,2021-01-07 21:30:49,52.3787,12.934,35.01,91,94,1.01,overcast clouds
448,Morant Bay,JM,2021-01-07 21:32:33,17.8815,-76.4093,84.2,70,20,8.05,few clouds
449,Evensk,RU,2021-01-07 21:32:33,61.95,159.2333,-12.03,78,10,1.43,clear sky
450,Colquiri,BO,2021-01-07 21:32:33,-17.4167,-67.1333,40.57,83,65,10.07,broken clouds
451,Santa Cruz,BO,2021-01-07 21:29:08,-17.8,-63.1667,82.24,58,2,14.18,clear sky
452,Dicabisagan,PH,2021-01-07 21:32:34,17.0818,122.4157,73.83,85,60,8.95,broken clouds
453,Talcahuano,CL,2021-01-07 21:32:34,-36.7167,-73.1167,71.6,49,0,19.57,clear sky
454,Povenets,RU,2021-01-07 21:32:34,62.8487,34.8262,6.84,94,94,5.32,snow
455,Oxapampa,PE,2021-01-07 21:32:35,-10.5775,-75.4017,63.55,82,82,2.21,light rain
456,Pajapan,MX,2021-01-07 21:32:35,18.25,-94.7,75.2,73,75,36.82,light rain
457,Kamenica,DE,2021-01-07 21:32:35,50.8333,12.9167,32.0,86,44,1.01,scattered clouds
458,Maniago,IT,2021-01-07 21:32:35,46.1706,12.7078,35.01,94,79,5.99,broken clouds
459,Broome,US,2021-01-07 21:32:35,42.2506,-75.833,28.0,80,90,10.36,overcast clouds
460,Lahij,YE,2021-01-07 21:32:36,13.1667,44.5833,67.48,75,31,6.51,scattered clouds
461,Amahai,ID,2021-01-07 21:32:36,-3.3333,128.9167,82.0,91,100,3.91,overcast clouds
462,Talas,TR,2021-01-07 21:32:36,38.6908,35.5538,30.2,86,100,3.4,overcast clouds
463,Altea,ES,2021-01-07 21:32:36,38.5989,-0.0514,45.0,99,100,3.0,overcast clouds
464,Ionia,US,2021-01-07 21:32:36,42.9873,-85.0711,34.0,69,40,10.36,scattered clouds
465,Inhambane,MZ,2021-01-07 21:32:37,-23.865,35.3833,76.5,87,90,10.58,overcast clouds
466,Miri,MY,2021-01-07 21:29:38,4.4148,114.0089,75.2,100,40,5.75,scattered clouds
467,Tacuati,PY,2021-01-07 21:32:37,-23.45,-56.5833,75.11,93,95,1.1,overcast clouds
468,Ha Tinh,VN,2021-01-07 21:32:37,18.3333,105.9,56.46,91,100,12.26,overcast clouds
469,Maniitsoq,GL,2021-01-07 21:32:38,65.4167,-52.9,7.77,85,0,14.61,clear sky
470,Kununurra,AU,2021-01-07 21:32:38,-15.7667,128.7333,77.0,100,29,1.14,scattered clouds
471,Vredendal,ZA,2021-01-07 21:32:38,-31.6683,18.5012,59.61,91,0,4.83,clear sky
472,Jackson,US,2021-01-07 21:32:38,42.4165,-122.8345,45.0,81,40,0.96,haze
473,Guerrero,MX,2021-01-07 21:32:39,17.6667,-100.0,73.18,55,100,1.61,overcast clouds
474,Kashin,RU,2021-01-07 21:32:39,57.3592,37.6081,15.39,97,98,5.37,overcast clouds
475,Beruwala,LK,2021-01-07 21:32:39,6.4788,79.9828,78.35,83,50,3.56,scattered clouds
476,Sakakah,SA,2021-01-07 21:32:39,29.9697,40.2064,48.2,40,0,4.61,clear sky
477,Dudinka,RU,2021-01-07 21:32:40,69.4058,86.1778,-5.01,91,100,18.95,light snow
478,Taltal,CL,2021-01-07 21:30:28,-25.4,-70.4833,69.94,61,22,6.15,few clouds
479,Aksarka,RU,2021-01-07 21:32:40,66.5606,67.7975,-17.48,87,73,14.52,broken clouds
480,Kaitangata,NZ,2021-01-07 21:32:40,-46.2817,169.8464,55.0,64,71,8.01,broken clouds
481,Doka,SD,2021-01-07 21:32:40,13.5167,35.7667,72.48,40,0,10.4,clear sky
482,Grootfontein,NA,2021-01-07 21:32:41,-19.5667,18.1167,71.31,73,100,6.76,moderate rain
483,Causapscal,CA,2021-01-07 21:32:41,48.3542,-67.227,30.0,35,99,14.83,overcast clouds
484,Rafai,CF,2021-01-07 21:32:41,4.95,23.9167,72.16,30,68,2.77,broken clouds
485,Viransehir,TR,2021-01-07 21:32:41,37.2353,39.7631,46.78,54,1,3.51,clear sky
486,Kargil,IN,2021-01-07 21:32:42,34.5667,76.1,3.88,78,100,1.16,overcast clouds
487,Lander,US,2021-01-07 21:32:42,42.833,-108.7307,33.8,55,75,3.44,light snow
488,Almaty,KZ,2021-01-07 21:32:42,43.25,76.95,6.8,78,90,2.24,mist
489,Usinsk,RU,2021-01-07 21:32:42,65.9939,57.5281,-3.93,93,100,2.98,overcast clouds
490,Ancud,CL,2021-01-07 21:29:43,-41.8697,-73.8203,62.6,48,40,9.22,scattered clouds
491,Amga,RU,2021-01-07 21:32:43,60.8953,131.9608,-24.36,85,100,2.06,overcast clouds
492,Beberibe,BR,2021-01-07 21:32:43,-4.1797,-38.1306,82.4,78,0,10.36,clear sky
493,Santa Isabel,BR,2021-01-07 21:32:43,-23.3156,-46.2214,86.0,65,75,14.97,moderate rain
494,Yining,CN,2021-01-07 21:32:43,29.0361,114.5636,26.76,71,75,3.18,broken clouds
495,Teguldet,RU,2021-01-07 21:32:44,57.3064,88.1667,-15.5,83,100,4.76,overcast clouds
496,Wangqing,CN,2021-01-07 21:32:44,43.3218,129.7634,-12.62,72,18,7.7,few clouds
497,Hamilton,US,2021-01-07 21:29:42,39.1834,-84.5333,37.99,60,90,13.8,overcast clouds
498,Andilamena,MG,2021-01-07 21:32:45,-17.0167,48.5833,66.49,92,81,3.62,broken clouds
499,Okhotsk,RU,2021-01-07 21:32:45,59.3833,143.3,-21.48,78,45,11.59,scattered clouds
500,Hami,CN,2021-01-07 21:32:45,42.8,93.45,6.73,65,10,1.34,clear sky
501,Paraopeba,BR,2021-01-07 21:32:45,-19.2757,-44.4033,71.6,83,75,18.41,heavy intensity rain
502,Qaqortoq,GL,2021-01-07 21:32:46,60.7167,-46.0333,37.4,87,90,3.44,moderate rain
503,Dauphin,CA,2021-01-07 21:32:46,51.1494,-100.0502,32.95,95,100,5.53,snow
504,Taganak,PH,2021-01-07 21:32:46,6.0833,118.3,75.2,100,20,3.44,few clouds
505,Angoche,MZ,2021-01-07 21:32:46,-16.2325,39.9086,80.49,86,98,7.49,overcast clouds
506,San Vicente,AR,2021-01-07 21:32:46,-26.6167,-54.1333,69.66,100,95,2.86,light rain
507,Shingu,JP,2021-01-07 21:30:23,33.7333,135.9833,29.57,88,31,14.36,scattered clouds
508,Stornoway,GB,2021-01-07 21:32:47,58.2093,-6.3865,33.8,75,75,10.36,broken clouds
509,Jalingo,NG,2021-01-07 21:31:18,8.8833,11.3667,78.42,16,76,3.44,broken clouds
510,Northam,GB,2021-01-07 21:32:47,51.0333,-4.2167,37.99,88,100,3.0,light rain
511,Riberalta,BO,2021-01-07 21:32:48,-10.9833,-66.1,76.96,84,74,4.36,broken clouds
512,Ixtapa,MX,2021-01-07 21:32:30,20.7,-105.2,73.4,83,90,8.05,overcast clouds
513,Arman,RU,2021-01-07 21:32:48,59.7,150.1667,-6.48,80,36,5.55,scattered clouds
514,Shenjiamen,CN,2021-01-07 21:32:48,29.9576,122.298,26.17,87,99,26.26,overcast clouds
515,Wawa,NG,2021-01-07 21:32:49,9.9022,4.4192,79.66,18,36,1.77,scattered clouds
516,Jalu,LY,2021-01-07 21:32:49,29.0331,21.5482,56.53,58,84,3.69,broken clouds
517,Saint-Pierre,RE,2021-01-07 21:32:49,-21.3393,55.4781,77.0,73,0,5.75,clear sky
